Guatemala, 39080, 294.69
Guinea-Bissau, 2010, 1440.31
Serbia, 30787, 1047.53
San Marino, 15767, 750.11
Bahamas, 32132, 663.32
Trinidad & Tobago, 39245, 1420.91
Russian Federation, 20636, 1163.94
Vietnam, 34436, 542.83
Vanuatu, 2338, 1857.49
Bahrain, 15124, 478.68
Albania, 2699, 878.61
Belarus, 3256, 1824.99
Bahrain, 45053, 715.96
Djibouti, 16730, 1953.2
Algeria, 37902, 916.21
Belarus, 21186, 721.39
Kuwait, 1034, 604.3
Algeria, 37006, 1223.69
Chile, 3933, 1156.12
Ukraine, 31045, 746.63
Liberia, 25243, 1679.56
Yemen, 40629, 290.23
Madagascar, 35395, 299.03
Gambia, 16907, 922.72
Belarus, 9077, 1599.37
San Marino, 40137, 1368.48
Iceland, 19557, 1274.03
Iraq, 34355, 1394.91
Gambia, 46192, 1576.33
Austria, 25992, 1989.79
Benin, 48829, 1176.78
Bahrain, 9183, 764.32
Moldova, 16495, 1897.88
Taiwan, 6151, 1260.65
Algeria, 5488, 1607.05
Kuwait, 21796, 94.39
Cuba, 10580, 920.53
Moldova, 43401, 522.13
Angola, 26309, 587.7
Mongolia, 39356, 1579.28
Kuwait, 25209, 1007.96
Mongolia, 13419, 1046.88
Kosovo, 21801, 200.59
Yemen, 11274, 1779.5
Italy, 36847, 1390.38
Myanmar, 12912, 915.37
France, 25496, 1457.25
Serbia, 26577, 499.43
Israel, 7751, 1564.71
Moldova, 2729, 390.64
Belarus, 38549, 243.45
France, 34387, 1416.55
Djibouti, 334, 730.13
Australia, 47912, 428.19
Slovakia, 48052, 487.51
Guatemala, 5417, 1957.54
Eswatini, 44029, 402.09
Austria, 8088, 1923.55
Germany, 22797, 906.3
Mongolia, 26274, 1673.45
Burkina, 2010, 327.95
Oman, 37650, 933.14
Dominica, 6326, 1917.18
Guinea-Bissau, 9222, 793.21
Tajikistan, 18324, 1385.98
Vietnam, 25256, 105.76
Japan, 42121, 1201.81
Comoros, 19130, 827.04
Germany, 30670, 771.38
Vanuatu, 11512, 646.23
Eswatini, 49518, 746.3
Taiwan, 2621, 100.91
Slovenia, 6902, 506.38
South Africa, 11119, 1862.66
Nepal, 34366, 401.97
Aruba, 202, 538.38
Spain, 28731, 521.82
Barbados, 38713, 1898.25
Barbados, 22883, 1074.67
Canada, 10881, 918.61
Kosovo, 19210, 666.72
Iraq, 40951, 486.11
Canada, 28823, 38.78
Guatemala, 31057, 852.13
Trinidad & Tobago, 3913, 809.16
Antigua & Deps, 6750, 779.46
Slovakia, 22246, 190.09
Azerbaijan, 48070, 1900.67
Iceland, 29345, 1532.06
Austria, 19215, 374.75
Barbados, 8306, 1492.59
Iraq, 48568, 1451.12
Burkina, 15638, 1652.53
Gambia, 11497, 1601.47
Cuba, 30773, 1639.56
Uruguay, 16757, 1569.25
Costa Rica, 14086, 629.53
Colombia, 18823, 1900.45
Canada, 2571, 254.67
Israel, 6906, 1995.22
Mongolia, 30067, 1898.73
Guatemala, 11082, 1953.08
Kosovo, 26525, 969.15
Ethiopia, 17707, 1117.45
China, 36473, 835.11
Gambia, 19077, 1846.67
Dominica, 42633, 1684.23
Serbia, 43599, 1275.4
Oman, 34418, 1011.75
Djibouti, 28296, 1491.91
Kuwait, 38563, 641.45
Nicaragua, 9072, 615.77
Antigua & Deps, 10693, 1099.52
Indonesia, 20470, 192.59
Madagascar, 37054, 570.35
Ethiopia, 30166, 1694.48
Kuwait, 10928, 439.79
Chile, 14493, 1786.73
South Africa, 9594, 779.18
Vanuatu, 4642, 260.31
Kuwait, 40587, 455.6
Belarus, 23124, 1606.83
Japan, 10925, 1952.0
Colombia, 36318, 27.28
China, 17494, 1420.98
Myanmar, 10653, 177.97
Comoros, 43645, 849.77
Iraq, 5223, 363.83
Albania, 11122, 326.54
South Africa, 9002, 1610.78
Madagascar, 3583, 1056.44
Liberia, 26798, 908.0
Chile, 27048, 283.78
Congo, 37145, 1678.87
Barbados, 1055, 460.23
Brazil, 47468, 294.64
Trinidad & Tobago, 36499, 1861.75
Aruba, 36370, 1845.17
Spain, 12321, 1556.98
Oman, 28629, 1212.26
Georgia, 15121, 46.76
Comoros, 2870, 1547.47
Italy, 45104, 525.29
Gambia, 13262, 1396.01
Brazil, 36809, 102.84
Nicaragua, 47122, 1633.63
Italy, 14364, 1690.96
Benin, 36988, 847.36
Madagascar, 11842, 220.28
Aruba, 31523, 1389.51
Benin, 3191, 380.92
Cuba, 34840, 485.09
Benin, 39804, 1323.92
Colombia, 8071, 489.73
Djibouti, 6295, 1557.96
Algeria, 18222, 390.91
Uruguay, 1539, 477.65
Eswatini, 10520, 978.25
Vietnam, 5992, 1956.5
Burkina, 22336, 1634.2
Myanmar, 14672, 1331.56
Canada, 45077, 499.04
Antigua & Deps, 24083, 1065.78
Oman, 10084, 1127.37
Nicaragua, 27682, 697.71
Vanuatu, 35228, 1692.92
Bhutan, 38128, 1213.79
Slovenia, 2182, 367.42
Dominica, 18746, 1241.72
Armenia, 12625, 322.34
Argentina, 13146, 1403.57
Angola, 30049, 724.49
Congo, 4383, 16.87
Afghanistan, 24802, 42.34
Azerbaijan, 29836, 1216.79
Kosovo, 6100, 1104.38
Azerbaijan, 16261, 936.11
Myanmar, 30120, 1985.38
Russian Federation, 2351, 659.24
Taiwan, 25238, 1602.01
China, 32725, 522.4
Bangladesh, 36792, 1419.89
Australia, 49924, 671.8
Trinidad & Tobago, 12964, 176.85
Gambia, 2669, 103.53
Kuwait, 27761, 1937.91
Angola, 8456, 889.39
Brazil, 8294, 1540.92
Chile, 7592, 1497.81
Kuwait, 47694, 1786.08
Kuwait, 17235, 967.81
Guatemala, 17213, 1308.22
San Marino, 14245, 176.33
Mongolia, 22757, 372.02
China, 9218, 861.45
Trinidad & Tobago, 15576, 352.24
Tajikistan, 8199, 355.86
Serbia, 22940, 1314.61
Gambia, 12516, 148.95
Vanuatu, 27827, 38.71
Canada, 42249, 405.16
Djibouti, 33169, 32.44
Algeria, 4343, 1137.63
Denmark, 35588, 810.81
Nepal, 34347, 1536.64
Uruguay, 2385, 505.07
Australia, 46970, 1692.84
Bangladesh, 30602, 243.44
Colombia, 36079, 1280.39
Burkina, 13826, 1169.02
Indonesia, 43641, 298.45
Denmark, 13795, 972.33
Uruguay, 41173, 1515.29
Serbia, 10903, 1374.43
Mongolia, 8961, 1902.94
Costa Rica, 25817, 911.83
Bahamas, 38647, 1649.73
Gambia, 33394, 846.28
Afghanistan, 19579, 1356.68
Liberia, 25615, 958.46
Mongolia, 37177, 1873.39
Oman, 32677, 1228.34
Djibouti, 45369, 1836.21
Colombia, 17868, 798.26
Iceland, 35785, 1108.06
France, 2865, 1855.88
Australia, 435, 678.43
Angola, 12079, 836.09
Ethiopia, 1609, 27.47
France, 24580, 756.15
Congo, 15491, 1289.8
Benin, 40135, 677.29
Gambia, 14817, 1726.22
Uruguay, 35101, 1594.85
Indonesia, 4140, 1803.57
Kuwait, 6647, 1974.58
Djibouti, 30532, 37.95
Comoros, 6058, 347.12
Belarus, 21138, 1146.76
Israel, 10676, 492.17
Russian Federation, 45796, 45.29
Gambia, 10430, 1544.33
Moldova, 34823, 761.65
Serbia, 41323, 1585.99
Gambia, 9153, 358.68
Denmark, 45303, 833.15
Uruguay, 211, 493.49
Uruguay, 4561, 1816.04
Bahrain, 38549, 1658.16
Comoros, 39645, 672.51
Kuwait, 31140, 161.95
Indonesia, 37925, 1968.5
Algeria, 7950, 1773.63
Albania, 6680, 887.86
Guinea-Bissau, 19941, 230.53
Australia, 8181, 1698.47
Angola, 31135, 183.8
Australia, 21202, 917.8
Djibouti, 5532, 1480.87
Yemen, 9772, 1989.69
Armenia, 5989, 605.63
Barbados, 1046, 918.94
Barbados, 20891, 1179.08
Canada, 17255, 1398.31
Armenia, 1546, 1171.61
Japan, 20300, 36.16
Bahrain, 26302, 297.09
Ukraine, 11479, 1220.7
Bulgaria, 15601, 1654.28
Oman, 27554, 1040.74
Madagascar, 31381, 410.43
Japan, 25077, 669.39
Chile, 33380, 829.67
Denmark, 14005, 1310.72
Austria, 10117, 332.7
Burkina, 40440, 66.84
Germany, 40589, 1589.08
Guatemala, 47394, 46.18
Israel, 18828, 663.84
Trinidad & Tobago, 731, 378.78
Belarus, 30695, 1372.29
Uruguay, 35012, 362.06
Djibouti, 28120, 290.74
Iraq, 2105, 768.4
Canada, 23645, 998.51
Afghanistan, 12579, 761.94
Canada, 48607, 1711.87
Antigua & Deps, 20814, 1131.52
Iceland, 11573, 704.44
Spain, 17918, 1162.39
Ukraine, 7425, 1298.2
Aruba, 43305, 189.42
Argentina, 6105, 1703.68
Eswatini, 47512, 556.28
Israel, 28171, 888.36
Armenia, 969, 845.49
Marshall Islands, 40172, 1315.93
Canada, 7080, 905.13
China, 11989, 261.98
Russian Federation, 37932, 1802.27
South Africa, 353, 1079.55
Belarus, 22038, 1925.56
Bangladesh, 17379, 479.4
South Africa, 38827, 1866.41
Bahrain, 37641, 589.42
Moldova, 38282, 1675.83
Italy, 30334, 1531.93
Armenia, 7236, 97.79
Madagascar, 39226, 1795.52
Russian Federation, 45314, 623.72
Israel, 33256, 1717.4
Aruba, 30138, 231.19
Eswatini, 31252, 1248.6
Uruguay, 22980, 208.37
India, 6826, 1507.37
Brazil, 4454, 29.37
Indonesia, 14514, 1374.26
Denmark, 41152, 1583.79
Ethiopia, 26230, 347.42
Denmark, 9224, 85.01
Bulgaria, 15310, 1039.7
Ethiopia, 4020, 1151.79
Iceland, 25322, 315.32
Austria, 40970, 160.13
Guatemala, 43722, 1750.72
Ethiopia, 18887, 1791.19
Trinidad & Tobago, 44305, 1556.87
Tajikistan, 47487, 386.54
Ukraine, 9550, 685.04
Bahamas, 41532, 904.35
Nepal, 46247, 1121.61
Liberia, 10548, 1479.46
Armenia, 5355, 1506.92
Israel, 7847, 1232.3
Myanmar, 44638, 927.62
Slovakia, 10832, 297.05
Ukraine, 12758, 963.95
Bahamas, 18975, 41.4
Barbados, 26374, 1931.2
Afghanistan, 43433, 1610.57
Albania, 28748, 1938.44
Russian Federation, 7442, 388.56
France, 44208, 563.79
Madagascar, 144, 1476.95
Bahamas, 22630, 878.0
Australia, 1324, 941.16
Taiwan, 1032, 91.95
Gambia, 34348, 524.08
Madagascar, 41870, 605.08
Armenia, 15999, 508.08
Argentina, 13520, 290.19
Dominica, 30946, 774.7
Denmark, 40059, 1797.07
Kuwait, 1435, 1305.59
Spain, 9631, 69.15
South Africa, 44331, 695.88
Vietnam, 7180, 1364.62
Madagascar, 46021, 1216.57
Ethiopia, 13580, 862.05
Kuwait, 33077, 68.1
San Marino, 32312, 1735.4
Vietnam, 5020, 1007.71
Yemen, 3136, 1695.08
Comoros, 274, 1466.8
Slovakia, 12885, 570.24
Oman, 36140, 1872.23
Spain, 39070, 1053.0
Belarus, 11102, 1472.23
Costa Rica, 31024, 135.19
Cuba, 23614, 165.17
Azerbaijan, 38534, 535.01
Antigua & Deps, 30200, 1286.69
Australia, 30614, 1718.92
Gambia, 28801, 1288.73
Eswatini, 4340, 1742.92
Kosovo, 15045, 47.21
Tajikistan, 30195, 769.62
Albania, 17336, 1497.44
Eswatini, 49859, 131.28
Barbados, 6243, 1034.8
Oman, 44448, 42.81
Algeria, 8145, 1922.57
Israel, 44327, 710.77
Comoros, 661, 534.36
Albania, 30879, 19.07
Tajikistan, 38525, 1214.35
Vanuatu, 6737, 1562.42
Taiwan, 6883, 1736.5
Liberia, 4014, 1567.69
Eswatini, 14613, 1951.92
Madagascar, 19951, 1496.55
Bangladesh, 11148, 677.53
Benin, 4743, 871.96
Algeria, 42832, 452.35
Oman, 48477, 1370.64
Myanmar, 26172, 635.0
Bhutan, 15930, 1895.38
Bahamas, 12056, 193.33
Trinidad & Tobago, 45845, 414.24
Chile, 8654, 1990.37
Benin, 40123, 541.83
France, 48821, 488.01
Vietnam, 48257, 789.58
Serbia, 2976, 1050.48
Tajikistan, 28331, 265.72
Bangladesh, 37364, 387.46
Iraq, 29133, 1295.02
Uruguay, 42885, 90.07
Eswatini, 40346, 406.41
Benin, 38861, 458.87
Antigua & Deps, 3127, 121.89
Congo, 29512, 445.38
Costa Rica, 30757, 1685.18
Antigua & Deps, 15111, 654.18
Iraq, 31240, 1278.86
Slovakia, 40125, 1502.48
Bangladesh, 7158, 512.16
Myanmar, 49035, 371.66
Argentina, 48370, 1736.31
Algeria, 25119, 375.92
Georgia, 31456, 1864.84
Mongolia, 6875, 450.65
Japan, 3000, 933.33
Russian Federation, 20643, 1851.28
Uruguay, 49997, 1201.18
Cuba, 8610, 294.12
Australia, 23641, 1242.77
Brazil, 20909, 1471.0
Moldova, 46211, 514.82
Taiwan, 32548, 1797.73
Japan, 27136, 541.41
Dominica, 2691, 1797.12
Marshall Islands, 28671, 745.67
Spain, 36826, 630.26
Dominica, 27291, 1827.46
Bahrain, 11045, 1320.61
Mongolia, 39162, 1283.49
Germany, 1465, 27.55
Azerbaijan, 716, 1771.69
Israel, 27617, 1080.96
Bhutan, 39692, 769.8
Dominica, 23576, 1514.29
Benin, 9845, 507.39
Liberia, 29528, 429.27
Serbia, 30300, 534.01
Oman, 23640, 1375.0
Benin, 46416, 798.53
Iraq, 43160, 1156.01
Benin, 47522, 164.7
Barbados, 5560, 1991.12
Israel, 34594, 1954.5
Kuwait, 21926, 397.38
Chile, 29084, 1188.11
San Marino, 18641, 983.87
Canada, 3254, 1947.53
China, 11069, 805.27
Angola, 13698, 1653.73
Israel, 5090, 1755.44
Russian Federation, 40138, 1317.81
Moldova, 5794, 22.79
Japan, 25558, 1822.45
Eswatini, 45185, 1008.8
Myanmar, 12303, 1128.64
Guinea-Bissau, 8134, 1280.35
Eswatini, 7369, 1354.39
Uruguay, 24010, 189.98
Ethiopia, 9774, 1697.34
Vietnam, 5032, 323.12
Benin, 34101, 705.09
Eswatini, 40336, 548.53
Kosovo, 31662, 124.72
Iceland, 34409, 1377.49
Russian Federation, 37268, 929.54
Serbia, 7068, 1737.26
Nepal, 9423, 1775.05
Benin, 258, 1182.51
Burkina, 35729, 1750.18
Aruba, 18193, 791.02
Barbados, 49441, 1020.78
Slovenia, 45405, 1769.38
Barbados, 38668, 953.2
Brazil, 22904, 1893.63
Oman, 42827, 105.4
France, 47012, 732.33
Guatemala, 46395, 1312.86
Slovakia, 48950, 217.49
Afghanistan, 3672, 244.38
Algeria, 2534, 204.22
Gambia, 21031, 241.5
China, 4361, 582.8
Barbados, 940, 853.99
Japan, 5757, 416.24
Nicaragua, 16915, 863.52
Indonesia, 30456, 1620.97
Russian Federation, 6285, 684.82
Slovenia, 21023, 1000.47
Congo, 21378, 545.76
Kosovo, 6615, 749.02
Japan, 27588, 807.17
Gambia, 6632, 473.64
Bangladesh, 22246, 1799.32
Guinea-Bissau, 28905, 88.33
Bangladesh, 31840, 1845.78
Burkina, 21024, 283.49
Kuwait, 28233, 131.74
Oman, 5181, 781.21
Bahamas, 7814, 666.09
Dominica, 10036, 640.87
Japan, 34365, 544.24
Yemen, 23950, 1788.45
Denmark, 25348, 36.62
Oman, 40024, 1573.82
Dominica, 31093, 321.33
Japan, 40343, 50.26
Colombia, 6763, 49.05
Nepal, 40288, 832.07
Slovakia, 2139, 208.07
Bhutan, 49812, 386.12
Trinidad & Tobago, 27912, 932.29
Antigua & Deps, 47907, 1649.19
Dominica, 46692, 1715.85
Madagascar, 36954, 1183.22
Vanuatu, 41751, 153.11
Germany, 17249, 1803.1
Colombia, 44259, 325.97
Denmark, 12181, 150.96
Tajikistan, 37676, 1362.52
Nicaragua, 1851, 1174.02
Nepal, 38218, 1662.24
Spain, 18041, 269.08
Trinidad & Tobago, 35092, 198.76
Benin, 25648, 240.22
Spain, 21458, 1535.86
Canada, 4367, 810.08
Madagascar, 39834, 265.79
Bahrain, 12055, 1294.1
Gambia, 2448, 912.01
Ethiopia, 636, 720.43
Belarus, 34287, 430.97
India, 38473, 1676.68
South Africa, 26490, 1560.92
Burkina, 40535, 857.51
Tajikistan, 24158, 303.19
Spain, 21599, 802.94
Armenia, 18052, 1985.86
Burkina, 11002, 604.78
Aruba, 34201, 328.18
Afghanistan, 9438, 1778.57
Austria, 8205, 1816.31
Armenia, 35197, 1980.16
Angola, 26987, 109.1
China, 4831, 567.45
Costa Rica, 23326, 475.1
Colombia, 45724, 846.72
Liberia, 36049, 1300.27
Spain, 47956, 1848.12
Cuba, 16137, 1472.35
Gambia, 13969, 91.13
Denmark, 41822, 1437.19
Liberia, 21890, 1171.19
Costa Rica, 43087, 719.64
Slovakia, 7979, 75.21
Antigua & Deps, 14552, 142.6
Gambia, 26872, 1295.56
Aruba, 10489, 654.0
Bangladesh, 5358, 25.26
Chile, 11219, 466.69
Israel, 7901, 1880.17
Iraq, 39982, 954.14
Bahrain, 1580, 531.01
Canada, 12422, 1640.23
Azerbaijan, 40586, 1069.71
San Marino, 44498, 1238.63
Denmark, 28548, 804.34
China, 31910, 268.47
Cuba, 9430, 1679.8
Iceland, 31852, 948.2
Belarus, 19158, 305.64
Aruba, 42675, 1221.06
Barbados, 1178, 1699.57
Kuwait, 20974, 491.42
Bhutan, 49988, 1483.03
Comoros, 31272, 1686.85
Armenia, 1299, 228.43
Colombia, 33851, 1695.49
Albania, 4200, 769.47
Iceland, 3441, 1773.29
Guatemala, 31084, 655.8
Bangladesh, 8427, 477.42
China, 614, 1370.21
Taiwan, 25934, 1972.02
Trinidad & Tobago, 44265, 1061.77
Burkina, 7506, 985.69
Argentina, 29484, 1421.69
Cuba, 25057, 1353.87
Bahamas, 8136, 710.98
Liberia, 22334, 853.59
Bahamas, 10272, 437.49
Bahrain, 450, 253.99
Georgia, 24966, 62.83
Argentina, 20203, 228.75
Uruguay, 41858, 1431.6
Azerbaijan, 8400, 1929.7
Russian Federation, 48156, 882.57
Slovenia, 3325, 1588.6
Bahrain, 11444, 1438.46
Nicaragua, 2467, 868.25
Vanuatu, 1654, 1915.99
Guatemala, 38500, 1396.8
Denmark, 39003, 1961.37
Afghanistan, 48707, 492.86
Myanmar, 25853, 1668.92
China, 34516, 874.72
Azerbaijan, 5834, 35.27
Aruba, 17677, 1215.87
Afghanistan, 12673, 1553.84
Marshall Islands, 5227, 1154.47
Burkina, 37989, 1659.6
China, 1094, 1661.06
Serbia, 43079, 883.48
Argentina, 32675, 1134.67
Marshall Islands, 1525, 1717.6
Vietnam, 14168, 586.65
Afghanistan, 18438, 1048.27
Australia, 23703, 443.56
Bulgaria, 27863, 1401.71
Mongolia, 8555, 1367.09
Nepal, 10654, 180.39
Argentina, 36991, 1489.27
Uruguay, 29739, 1699.25
South Africa, 17228, 1461.04
Azerbaijan, 8810, 1556.14
Nepal, 17289, 1137.38
Madagascar, 48230, 799.12
Trinidad & Tobago, 7166, 1092.99
Comoros, 22310, 355.73
Kuwait, 14734, 1903.12
Armenia, 49271, 1250.53
India, 28677, 1705.47
Bahamas, 2946, 429.74
Eswatini, 25771, 1490.9
Congo, 32667, 776.76
Azerbaijan, 49844, 879.18
Bahrain, 46820, 372.15
Israel, 47131, 690.4
Armenia, 43080, 587.81
Vanuatu, 13261, 1149.94
Azerbaijan, 31666, 1346.53
Albania, 10500, 1480.81
Comoros, 34617, 220.04
Italy, 7268, 596.66
Georgia, 16752, 354.71
Marshall Islands, 3700, 374.98
Congo, 15094, 1202.93
Tajikistan, 28640, 320.47
Eswatini, 9754, 697.9
Antigua & Deps, 33652, 1514.32
Iceland, 27801, 861.65
Afghanistan, 8933, 516.28
Germany, 9475, 173.85
Austria, 8831, 1613.02
Liberia, 28238, 1531.95
Moldova, 37826, 1697.25
South Africa, 49932, 1793.02
Barbados, 38255, 947.24
Slovakia, 25863, 1681.06
Kuwait, 27755, 717.71
Albania, 33575, 97.92
Kuwait, 11558, 647.73
Vanuatu, 46122, 603.55
Colombia, 12275, 1886.3
Dominica, 16206, 135.51
Afghanistan, 30439, 1154.1
Yemen, 24096, 1105.24
Antigua & Deps, 21965, 278.22
Guatemala, 5969, 1029.88
Liberia, 37677, 1216.36
Dominica, 41682, 1058.14
Guinea-Bissau, 38288, 1133.35
Slovenia, 7842, 561.43
Albania, 30136, 1670.69
India, 2189, 1351.75
Brazil, 47681, 1501.05
Serbia, 20031, 870.69
France, 17703, 1782.56
Kosovo, 40248, 1204.7
Germany, 7692, 1117.34
Chile, 40158, 528.93
Kosovo, 19429, 1899.45
Guatemala, 9639, 526.7
Bulgaria, 5131, 1578.44
Afghanistan, 10654, 150.29
Angola, 9310, 873.73
Ukraine, 47003, 371.98
Comoros, 26704, 1071.04
Guatemala, 225, 704.95
Nepal, 42218, 1522.45
Slovenia, 38870, 1131.91
Liberia, 17804, 870.17
Belarus, 23148, 1355.01
Albania, 33439, 1800.86
Liberia, 34396, 676.17
Italy, 47499, 1196.03
Uruguay, 5807, 645.98
Chile, 23774, 239.9
Iceland, 42967, 1687.87
Aruba, 19042, 523.51
Albania, 34534, 115.43
Vietnam, 2492, 697.23
Djibouti, 17065, 1592.36
Russian Federation, 39945, 1146.99
Taiwan, 33467, 736.1
Kosovo, 39328, 548.25
Vanuatu, 17878, 566.89
Marshall Islands, 16525, 1836.55
Indonesia, 47932, 1051.05
Italy, 17082, 46.0
Austria, 44358, 802.91
Belarus, 42873, 1053.57
Colombia, 10212, 1850.32
Slovenia, 37480, 681.29
San Marino, 33169, 722.65
South Africa, 12276, 1904.6
Gambia, 14587, 201.39
Algeria, 42481, 526.94
Dominica, 38006, 1574.49
Italy, 45220, 1884.62
Israel, 38210, 1591.88
Ukraine, 2257, 1082.02
Ukraine, 47752, 288.21
Marshall Islands, 15905, 541.35
Guatemala, 3756, 485.4
Uruguay, 21190, 1148.74
Azerbaijan, 33028, 380.01
France, 13906, 607.18
Benin, 4110, 809.82
Myanmar, 12079, 1067.0
Chile, 34482, 1129.28
Australia, 42675, 1241.16
Germany, 29103, 45.01
Kuwait, 4194, 1590.34
San Marino, 4417, 1132.44
Slovenia, 44824, 1654.32
Argentina, 25031, 1247.64
Aruba, 20259, 1877.93
Australia, 42519, 1689.01
Bahrain, 3914, 934.17
Benin, 20189, 728.63
India, 39144, 569.72
Italy, 26933, 1725.91
Iraq, 41577, 1585.45
Vanuatu, 38613, 1714.95
Mongolia, 31430, 579.6
Bahrain, 36836, 1808.0
Cuba, 28598, 1763.51
Australia, 19590, 1697.39
India, 17915, 185.93
Guatemala, 30019, 214.95
Israel, 22857, 301.33
Albania, 9946, 959.25
Vietnam, 10708, 1126.63
Yemen, 13143, 440.08
Djibouti, 1298, 1558.86
Aruba, 23667, 389.69
Bahamas, 755, 80.43
San Marino, 24320, 949.57
Bhutan, 10425, 633.64
Madagascar, 19065, 39.16
Nepal, 27620, 202.95
Kuwait, 35303, 1079.94
India, 49089, 1124.74
Guatemala, 43355, 180.11
Trinidad & Tobago, 18349, 1065.96
Eswatini, 31580, 576.21
Uruguay, 26555, 524.97
Denmark, 5725, 503.83
Vanuatu, 46564, 505.39
Bhutan, 27411, 1700.02
Angola, 11727, 1775.05
Bangladesh, 20131, 80.62
Liberia, 3531, 1473.29
Nicaragua, 49120, 723.08
Tajikistan, 14458, 1721.07
Guinea-Bissau, 36661, 1527.19
Tajikistan, 13305, 537.37
Ukraine, 16182, 271.56
Vanuatu, 1558, 311.41
Russian Federation, 21084, 723.5
Nepal, 2200, 146.54
Tajikistan, 37169, 58.05
Germany, 32600, 1981.32
Belarus, 3640, 571.78
Ethiopia, 14901, 1732.65
Congo, 45558, 1820.32
Moldova, 47297, 1931.65
Germany, 818, 551.9
Costa Rica, 28318, 1537.39
Eswatini, 26618, 48.99
San Marino, 25928, 1496.64
Ukraine, 6296, 1544.37
Angola, 6045, 1009.41
Vanuatu, 24261, 1680.1
Guinea-Bissau, 4091, 1100.45
Austria, 43606, 1719.93
Guinea-Bissau, 25049, 1230.28
Congo, 18035, 1620.91
Afghanistan, 16894, 1496.14
France, 8691, 134.64
Brazil, 13803, 731.02
France, 35810, 1896.25
Madagascar, 22960, 152.18
Barbados, 23461, 1752.49
Dominica, 27569, 40.34
Russian Federation, 30134, 1464.01
Angola, 517, 1495.61
Guatemala, 36467, 213.96
Aruba, 23332, 1301.09
Uruguay, 33433, 188.48
Armenia, 26371, 646.7
Liberia, 40192, 1272.43
Iceland, 18950, 1076.63
Ukraine, 21778, 83.24
Indonesia, 44535, 1513.68
Germany, 12393, 1833.62
Russian Federation, 40232, 67.1
Iraq, 39395, 797.27
Kosovo, 22229, 417.52
Russian Federation, 5701, 1140.96
Taiwan, 42162, 220.51
Spain, 26603, 729.0
Albania, 46724, 319.95
Gambia, 47277, 982.39
Taiwan, 27820, 259.63
Comoros, 11804, 1061.87
Madagascar, 4582, 198.95
